Organization,Mission,Families,Educators,Workspace,Rank
Augusta Health Care Inc,0.113317718,0.147167866,0.129924804,0.102566412,0.119935373
Logistics Management Institute,0.114540713,0.166038038,0.138452404,0.096485492,0.124099679
Bae Systems North America Welfare Benefit Trust,0.300609037,0.343773726,0.327221413,0.265599477,0.306403621
GOOD360,0.033131701,0.066024014,0.066989551,0.051845217,0.047375648
Noblis Inc,0.108602943,0.159005241,0.134554771,0.09815784,0.11958778
Christian Broadcasting Network Inc,0.234322484,0.248255272,0.248140965,0.263952411,0.243886017
Martha Jefferson Hospital,0.07134323,0.116735309,0.100380237,0.075620055,0.084460882
Carilion Services Inc,0.051297026,0.088430994,0.081305401,0.063785676,0.064568858
Washington & Lee University,0.074863148,0.108542794,0.07695568,0.08329527,0.082230531
Charities Aid Foundation of America,0.092302519,0.133703863,0.123079398,0.091046409,0.104122871
Operation Blessing International,0.074407659,0.095376286,0.1025247,0.085487747,0.084435285
Bon Secours St Francis Medical Center LLC,0.050747878,0.061784788,0.07460808,0.066353292,0.059164966
Sentara Medical Group,0.107768869,0.14952022,0.121578122,0.087298783,0.113617289
Sentara Princess Anne Hospital,0.097373218,0.125567042,0.114732266,0.083555386,0.102662391
MARINE TOYS FOR TOTS FOUNDATION,0.121998498,0.116899997,0.126536755,0.134277146,0.123951566
Institute for Defense Analyses,0.135493383,0.196154149,0.15742103,0.129830282,0.148314269
Shenandoah Valley Electric Cooperative Inc,0.201041605,0.251973015,0.234661856,0.209758547,0.216586372
Navy Mutual Aid Association,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
"Patient Advocate Foundation, Inc.",0.106218878,0.148814935,0.13201748,0.088693268,0.114697053
Carilion New River Valley Medical Center,0.051297026,0.088430994,0.081305401,0.063785676,0.064568858
The Conservation Fund,0.132399386,0.18714767,0.149752023,0.124778394,0.143146041
Compass Rose Benefits Group,0.160304526,0.200250618,0.18736062,0.127978671,0.166083915
Virginia Tech Foundation Inc,0.129808437,0.163901323,0.141248412,0.123613915,0.136364827
Potomac Hospital Corporation of Prince William,0.094522425,0.114622449,0.117539853,0.082551547,0.099713521
United Way Worldwide,0.069201038,0.095943037,0.097439036,0.093446897,0.082405348
Virginia Credit Union Inc,0.089958556,0.129969467,0.119278442,0.086410006,0.100922264
Sentara Healthcare,0.108807644,0.147526932,0.114936874,0.088116742,0.112833913
Air Line Pilots Association International,0.136278078,0.192653211,0.171779858,0.142315372,0.152597112
The Railrd Emplys Nati Earl Retire Major MEDCL Benefit Plan Trust,0.324297856,0.352609942,0.331538622,0.265426373,0.320411417
Edward Via Virginia College of Osteopathic Medicine,0.139178075,0.175028292,0.144306746,0.13418409,0.145175559
DONORS TRUST INC,0.07201916,0.105791635,0.099715251,0.077063393,0.083104627
Hampton University,0.064804314,0.103653763,0.064717675,0.069946647,0.072121838
Leidos Health and Welfare Benfits Tr,0.151389395,0.180668256,0.16516969,0.118642251,0.153108063
ChildFund International,0.064382478,0.087949851,0.084100444,0.082601917,0.074633274
National Rural Electric Cooperative Association,0.099232869,0.148740501,0.126772172,0.097284385,0.111749278
Bon Secours Depaul Medical Center LLC,0.050747878,0.061784788,0.07460808,0.066353292,0.059164966
Mary Immaculate Hospital,0.050747878,0.061784788,0.07460808,0.066353292,0.059164966
Bon Secours Richmond SecoursRichmond Community Hospital Incorporated,0.050747878,0.061784788,0.07460808,0.066353292,0.059164966
American Foundation for Donation and Transplantation,0.164766621,0.203752583,0.183657698,0.171497253,0.175534566
Sourceamerica,0.132634594,0.177286682,0.143871403,0.103705414,0.13712788
American Society of Clinical Oncology,0.134154753,0.183637814,0.151682024,0.130123706,0.144651301
The Seminar Network Chamber of Commerce Inc,0.087670659,0.136785811,0.114562372,0.087398902,0.100293177
American Diabetes Association,0.076802207,0.105445785,0.099223701,0.071571663,0.084441295
Randolph Macon RandolphMacon College,0.143323179,0.143234081,0.112733556,0.14555445,0.138581937
"GEORGE MASON UNIVERSITY FOUNDATION, INC.",0.138371971,0.158549127,0.149833767,0.131035031,0.142422306
National Stabilization Agreement of Sheet Metal Workers Industry Tr Fd,0.264742106,0.289851054,0.282310939,0.234041105,0.266738236
Society for Human Resource Management,0.208031492,0.269005397,0.220622568,0.191383973,0.217517736
Regent University,0.093290062,0.1195418,0.093075623,0.104747391,0.099539167
Child Care Aware of America,0.05880573,0.087061061,0.076148728,0.060176666,0.066633941
March of Dimes Inc.,0.180004478,0.156193464,0.180645467,0.167688122,0.174090081
Conservation International Foundation,0.120852569,0.167128587,0.143646824,0.134680724,0.134668974
Colonial Williamsburg Foundation,0.060617217,0.0804978,0.070143094,0.078707159,0.068533284
Valley Health System,0.082625037,0.128915569,0.106475177,0.073076407,0.092723711
"United Service Organizations, Inc. (USO World Headquarters)",0.103811239,0.133560661,0.134010927,0.111262941,0.115044708
"ServiceSource, Inc.",0.103708383,0.146471959,0.115939514,0.099146874,0.112113916
Sentara Enterprises,0.14549693,0.173195903,0.167701445,0.125506448,0.150482431
Armed Forces Benefit Association,0.114726118,0.153467496,0.139425244,0.092971509,0.121673767
American Armed Forces Mutual Aid Association,0.157953422,0.192945577,0.18052443,0.134344102,0.163612396
Kingsway Charities Inc.,0.063507213,0.076712427,0.090951588,0.087409208,0.07426581
SHENANDOAH UNIVERSITY,0.073504882,0.1163178,0.075179297,0.087350089,0.083226972
Southside Electric Cooperative Incorporated,0.200968352,0.244478849,0.225479213,0.203610404,0.212745587
Consumer Technology Association,0.190829132,0.235008475,0.217455817,0.192183459,0.202855858
Community Memorial Hospital,0.223396807,0.283785082,0.243913704,0.20525151,0.233856786
University of Virginia Darden School Foundation,0.133997484,0.166996473,0.133901522,0.132303059,0.139198918
Cna Corporation,0.088731545,0.134465479,0.105049061,0.077725835,0.097239168
Centro Internacional De Mejoramiento De Maiz Y Trigo Df,0.358961284,0.400617587,0.386293583,0.386239441,0.375005744
UNIVERSITY OF LYNCHBURG,0.076348823,0.109433749,0.077290766,0.090145593,0.08431943
Roanoke College,0.079070542,0.107976768,0.082049986,0.087607415,0.085807632
In-Q-Tel Inc,0.129849636,0.193746851,0.168088105,0.136171052,0.147925819
"Greater Washington Educational Telecommunications Association, Inc.",0.09200425,0.139038266,0.110035454,0.112301471,0.106231324
Culpeper Memorial Hospital Inc,0.078791655,0.112231948,0.107074264,0.077319633,0.088833469
Railroad Employees National Dental Plan and Trust,0.278490916,0.305908433,0.282120833,0.216276014,0.273296338
Marymount University,0.096852111,0.130797881,0.093820436,0.103304857,0.103079918
Mary Washington Healthcare,0.104145679,0.149502354,0.132355687,0.102643935,0.116156502
"Management Sciences for Health, Inc.",0.204166521,0.242081946,0.236725816,0.232039314,0.220557773
American College of Radiology,0.149806801,0.192400532,0.147374369,0.141142467,0.155056295
Jefferson Scholars Foundation,0.118037838,0.148271796,0.116355553,0.110875918,0.121602797
Islamic Relief USA,0.070148377,0.098551291,0.094306116,0.078959588,0.080377021
Marine Spill Response Corporation,0.086209008,0.131872402,0.125644038,0.092507543,0.101441835
Middle East Broadcasting Networks Inc,0.077968903,0.122861868,0.097650155,0.083308342,0.089621179
National Automobile Dealers Association,0.081354004,0.125367046,0.106813555,0.073478319,0.091620155
Bridgewater College,0.068031886,0.105259715,0.080233955,0.091770266,0.080226599
Capital Caring Health,0.090776982,0.129753993,0.118678168,0.103625661,0.104064795
Graduate Management Admission Council,0.029919922,0.064528134,0.053775146,0.054580173,0.04377387
Americans for Prosperity,0.110124261,0.153070603,0.137359302,0.115879395,0.122780347
American Type Culture Collection,0.105322676,0.164273283,0.131313976,0.105957119,0.119585401
Alliance for A Green Revolution in Africa,0.089455164,0.133779623,0.123967192,0.101649077,0.104626897
Central Virginia Electric Cooperative,0.183315321,0.224638312,0.204793443,0.181002395,0.193396686
National Wildlife Federation,0.088492084,0.120427899,0.121369587,0.118240457,0.104252366
Goodwin House Incorporated,0.107813803,0.125904487,0.122159598,0.112233334,0.113956471
Public Interest Registry,0.10962321,0.170922634,0.143521153,0.115751868,0.126510881
Bay Port CU,0.126228443,0.16927425,0.14818643,0.111424574,0.134595097
Southside Community Hospital Inc,0.062092436,0.100408606,0.091309748,0.075584995,0.075596776
Edison Electric Institute,0.078157525,0.119219833,0.102027326,0.07599861,0.088619724
Greenspring Village Inc,0.07022203,0.114154759,0.096638668,0.081256354,0.083785978
"Didlake, Inc.",0.134978865,0.166352709,0.139641827,0.144674674,0.142600968
International Institute of Tropical Agriculture,0.07111466,0.115517594,0.101946463,0.081809434,0.085436245
TechnoServe,0.05173014,0.087722601,0.082426236,0.060703513,0.064340462
Hampden Sydney HampdenSydney College,0.085858076,0.109732771,0.078519085,0.090549817,0.089395984
Halifax Regional Hospital Inc,0.075353135,0.109429504,0.101356911,0.071971431,0.084802875
The College of William & Mary Foundation,0.07963632,0.105948492,0.078611581,0.090067842,0.085589479
Confederation of Indian Industry,0.081315775,0.12622534,0.10982682,0.080781794,0.093463546
A & N Electric Cooperative,0.179320896,0.231493775,0.205913244,0.183315017,0.193114121
GOODWILL INDUSTRIES OF THE VALLEY WORKS,0.046752977,0.063646179,0.067099105,0.063010397,0.055669102
Airport Research and Development Foundation,0.137143022,0.178727201,0.159045363,0.133855535,0.147176194
"Operation Smile, Inc.",0.064000038,0.095928715,0.102935188,0.086426023,0.07954834
Shore Health Services Inc,0.062614419,0.079458862,0.088526087,0.076762115,0.072098387
Packaging Machinery Manufacturers Institute Inc,0.206166424,0.255165861,0.229084819,0.218401649,0.220191934
Sentara Life Care Corporation,0.093352987,0.135733742,0.109837472,0.076042805,0.10027883
International Livestock Research Institute,0.119161712,0.157594007,0.143202215,0.12735622,0.130939596
United Charitable,0.135370775,0.171210978,0.163014689,0.14701643,0.147892404
Ashby Ponds Inc,0.07022203,0.114154759,0.096638668,0.081256354,0.083785978
Mecklenburg Electric Cooperative,0.103581137,0.154662805,0.124850303,0.109481949,0.116623078
Oneshare International,0.205948447,0.223193329,0.214334027,0.184493768,0.206644411
Westminster Canterbury WestminsterCanterbury Corporation,0.057646654,0.101663337,0.0788487,0.068855672,0.070384612
The Seminar Network Inc,0.106162568,0.150864319,0.124391771,0.099398876,0.115523778
Global Impact,0.076941371,0.12177888,0.09823064,0.069274134,0.086684628
Evms Academic Physicians and Surgeons Health Services Foundatio,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
National Center for State Courts,0.151902338,0.182466227,0.173734676,0.150209947,0.160352977
ANALYTIC SERVICES INC,0.083192735,0.125156022,0.118179789,0.117373556,0.101714595
Protestant Episcopal High School in Virginia,0.104637279,0.139943418,0.116057566,0.123162316,0.115512523
Fringe Benefit Plan for Service Contract Act Employees of Maximus,0.103226123,0.133237852,0.126218564,0.07337158,0.107084394
"Patient Services, Inc.",0.272757691,0.282391805,0.290342714,0.265672182,0.276113296
Institute for Building Technology and Safety,0.092425914,0.147750152,0.119003083,0.089225637,0.105542769
NATIVE AMERICAN HERITAGE ASSOCIATION,0.127962469,0.149245008,0.142510367,0.124097046,0.133289972
Medical College of Virginia Foundation,0.205355752,0.233654265,0.195639615,0.188267993,0.205604855
International Potato Center,0.066097692,0.105104757,0.092109361,0.073911064,0.078236376
Kissito Healthcare Inc,0.095540347,0.14202137,0.128197001,0.099575197,0.109402435
Teamsters Joint Council-83 of Virginia Health & Welfare Insuranc,0.143252661,0.186946018,0.174445635,0.137386602,0.15475604
VIRGINIA UNITED METHODIST HOMES INC,0.477162917,0.473579215,0.470199837,0.511240686,0.481084748
Dupont Community CU,0.086280223,0.133436882,0.111552839,0.087409979,0.098540062
"Communities In Schools, Inc.",0.031927889,0.044661456,0.038368487,0.044587496,0.037233518
Emory & Henry College,0.045764385,0.080779782,0.055566958,0.060908384,0.055758047
American Institute in Taiwan,0.110790008,0.159810165,0.14215091,0.112245371,0.124429412
Virginia Wesleyan University,0.115328679,0.152746849,0.115228369,0.124525456,0.123081118
United Network for Organ Sharing (UNOS),0.084326548,0.1209377,0.113343713,0.097063955,0.097387502
Westminster Canterbury WestminsterCanterbury On Chesapeake Bay,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Oak Health and Rehabilitation Centers Inc,0.126202889,0.147902737,0.132026589,0.107736596,0.127712431
Community Foundation for a greater Richmond,0.115700529,0.152110848,0.130645563,0.131443194,0.126883532
Feed More,0.082718571,0.104746123,0.102747104,0.090079616,0.090954759
Charles Koch Institute,0.061316406,0.096207485,0.074485213,0.0748895,0.071588569
International Foundation for Electoral Systems,0.118993915,0.179565547,0.150065558,0.122743892,0.134892791
"Counterpart International, Inc.",0.128164012,0.176818356,0.144089596,0.126626931,0.138671153
American Society of Civil Engineers,0.088043701,0.144066597,0.102204493,0.091663542,0.100344289
Southern Environmental Law Center,0.084129854,0.114581057,0.113020098,0.086820014,0.094468455
Mount Vernon Ladies' Association of the Union,0.06362047,0.087454651,0.082810062,0.076202973,0.072888183
National Student Clearinghouse,0.109920907,0.159088271,0.103565075,0.094448847,0.114477486
Woodberry Forest School,0.039687986,0.068330122,0.056533929,0.062562146,0.051081693
One Nation,0.090077186,0.133265396,0.112356708,0.096489758,0.102057236
Graham Holdings Company Employee Benefits Trust,0.210718919,0.247568427,0.231798707,0.177886841,0.214901788
Internet Society,0.046452362,0.095476924,0.077706253,0.059713453,0.062042286
"U.S. Committee for Refugees and Immigrants, Inc.",0.099101294,0.141446834,0.133169975,0.09436893,0.11104827
Grafton Integrated Health Network,0.314067681,0.346826176,0.33797559,0.313433519,0.323406388
"Goodwill of Central and Coastal Virginia, Inc.",0.054708108,0.085117188,0.079996323,0.073601031,0.067139811
"National Council on the Aging, Inc.",0.099005014,0.119610812,0.120963228,0.116180769,0.108961642
Hollins University Corporation,0.098150243,0.128441392,0.085025018,0.100809446,0.101454431
"The NRA Foundation, Inc.",0.089245229,0.123814126,0.107083842,0.090082451,0.098119351
International Centre for Research in Agroforestry,0.068486383,0.114053775,0.088726493,0.081411207,0.081608438
Potomac School,0.071613493,0.096470165,0.069878169,0.088786252,0.078329177
Eastern Mennonite University,0.156946604,0.188930501,0.142730515,0.150949828,0.158908443
Trout Unlimited National Office,0.367737673,0.414675654,0.404741842,0.386681202,0.384885286
University of Virginia Foundation,0.073309197,0.107631053,0.087811345,0.071018983,0.081064829
Mary Baldwin University,0.082363966,0.115634358,0.085195641,0.091422123,0.08989067
Ferrum College,0.050405575,0.078926276,0.060064484,0.072953168,0.060526776
American Physical Therapy Association,0.135495701,0.174947746,0.147497942,0.133549123,0.143746986
Community Housing Partners Corporation,0.179913353,0.223323232,0.201158511,0.182610923,0.191138788
Old Dominion University Research Foundation,0.165004193,0.196889985,0.159316085,0.142432468,0.16560852
Averett University,0.143655972,0.177526282,0.123242047,0.150464047,0.147033382
YMCA of South Hampton Roads,0.046735936,0.068571251,0.069264764,0.068310339,0.057725694
"Blue Ridge Area Food Bank, Inc.",0.080848992,0.117396249,0.104896975,0.103281259,0.09468691
Mattress Recycling Council,0.13727192,0.173762515,0.168126171,0.14225918,0.149327271
Gannett Group Life Insurance & Medical Care Programs,0.148053969,0.183667683,0.170871842,0.124160779,0.153810368
Collegiate School,0.092629713,0.127470638,0.08789083,0.104885074,0.09968928
Amt the Amtthe Association for Manufacturing Technology,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Rainforest Trust,0.254759171,0.295784026,0.277270182,0.26169811,0.266504972
Carilion Franklin Memorial Hospital,0.051297026,0.088430994,0.081305401,0.063785676,0.064568858
Randolph College,0.119935516,0.154243818,0.133441827,0.11691223,0.127400737
People for the Ethical Treatment of Animals (PETA),0.045999401,0.067118528,0.089527536,0.075579586,0.061703975
National Center for Missing and Exploited Children,0.103533842,0.112237021,0.110559277,0.097565616,0.105160573
VersAbility Resources,0.05606011,0.090582524,0.075963595,0.051219465,0.064324319
Flint Hill School,0.051409118,0.078411042,0.049287774,0.068745818,0.058445331
American Society for Training and Development,0.207876883,0.246739031,0.202607124,0.185861207,0.209806335
Carilion Stonewall Jackson Hospital,0.051297026,0.088430994,0.081305401,0.063785676,0.064568858
YMCA of Greater Richmond,0.045843921,0.077032575,0.059675567,0.056419373,0.05510988
Sunnyside Presbyterian Home,0.090595555,0.114996668,0.102713493,0.096218568,0.097619232
University of Virginia Alumni Association,0.102804768,0.135166313,0.102617024,0.106009449,0.108701182
Christian Relief Services Charities Inc,0.145610643,0.169002426,0.167979382,0.140114109,0.152321308
American Trucking Associations Inc,0.102702996,0.153597226,0.130172639,0.108210734,0.116681598
International Copper Association Ltd,0.0800194,0.136231483,0.120679298,0.10136549,0.099722412
Sheltering Arms Hospital,0.071924418,0.107258435,0.097845405,0.078399678,0.083212795
AMERICAN ASSOCIATION OF MOTOR VEHICLE ADMINISTRATORS,0.127404577,0.174682499,0.157823839,0.120815465,0.139255922
University of Virginia Community Credit Union Inc,0.094234556,0.116705347,0.113970399,0.087073395,0.100075468
Virginia Private Colleges Benefits Consortium Inc,0.109924536,0.142391665,0.122161557,0.082656808,0.112830606
Williamsburg Landing Inc,0.101121955,0.135466433,0.114439165,0.091496405,0.107461311
Virginia Life Accident & Sickness Insurance Guaranty Association,0.130265881,0.167446434,0.155126742,0.105984569,0.136559231
Virginia Union University,0.161312989,0.195774583,0.144923871,0.18996986,0.169101213
Prison Fellowship Ministries,0.099001529,0.125822729,0.125274124,0.108910238,0.109501946
National Association of Chain Drug Stores Inc,0.124730917,0.18205047,0.156404379,0.117094806,0.138290401
"Student Conservation Association, Inc.",0.107157257,0.14501782,0.116867469,0.122887305,0.117707394
Worldwide Assurance for Employees of Public Agencies Inc,0.10976276,0.140252716,0.110928797,0.076321827,0.10946527
"Central Virginia Health Services, Inc.",0.072131471,0.12842549,0.109916974,0.088584105,0.090553497
Northern Neck Electric Cooperative Inc,0.177929922,0.230001051,0.204591461,0.182067741,0.19174167
Ashoka,0.385878794,0.417696972,0.411011067,0.40173817,0.398013765
Madeira School Inc,0.097112145,0.091808033,0.079180266,0.103333282,0.094276336
Bedford Memorial Hospital,0.179175803,0.199239318,0.187036335,0.167039295,0.181807059
National Rural Letter Carriers Association,0.076204283,0.118321866,0.113023816,0.085150108,0.09085144
Association for Supervision and Curriculum Development,0.088081812,0.1302679,0.095461454,0.08777479,0.096291596
Prince George Electric Cooperative,0.238032137,0.279314911,0.27639982,0.239768401,0.25159659
National Association of Convenience Stores Inc,0.110334112,0.171655731,0.142710341,0.120871074,0.12770658
Country Club of Virginia Inc,0.120498876,0.162063949,0.137033529,0.114651136,0.12920754
Center for International Forestry Research,0.130907409,0.196687324,0.155896113,0.143300485,0.148101025
Bill & Melinda Gates Foundation Trust,0.128534204,0.155380594,0.149516434,0.12266473,0.135527395
BILL & MELINDA GATES FOUNDATION,0.052113718,0.068593771,0.073945205,0.060878437,0.059959761
Providence Health & Services Washington,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Kaiser Foundation Health Plan of Washington,0.107256168,0.155007384,0.132009776,0.099670589,0.118076042
Providence Health & Services Oregon,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
MultiCare,0.199431949,0.220196178,0.209273535,0.214112486,0.206979674
Peacehealth,0.104463435,0.113251518,0.130749791,0.128299484,0.11428185
Swedish Health Services,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Providence Health System Southern SystemSouthern California,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Seattle Children's Hospital,0.041274761,0.057073796,0.072369174,0.060516274,0.052297255
Franciscan Health System,0.08409765,0.128540147,0.102480336,0.08557487,0.094814717
Delta Dental of Washington,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
"World Vision, Inc.",0.074121608,0.100460557,0.098850882,0.083203987,0.084146708
VIRGINIA MASON MEDICAL CENTER,0.030468538,0.063884587,0.067116266,0.050918105,0.045554096
Chp of Washington,0.079586298,0.12411453,0.108172856,0.081842666,0.092148157
Credit Unions in the State of Washington,0.069054756,0.110565347,0.096923419,0.071642819,0.081049309
Providence Health Assurance,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Seattle Cancer Care Alliance,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Fred Hutchinson Cancer Research Center,0.092992246,0.134654111,0.116697742,0.101338663,0.105277875
Kadlec Regional Medical Center,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Harrison Medical Center,0.20078633,0.248416665,0.220569178,0.185253202,0.209433006
Overlake Hospital Medical Center,0.072561637,0.102230167,0.087100466,0.07223604,0.079875264
Franciscan Medical Group,0.090145548,0.125240218,0.114711579,0.107451779,0.10297337
St Joseph Health System,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Yakima Valley Memorial Hospital Association,0.13534121,0.153553235,0.145201549,0.134583596,0.139893668
Providence Health & Services Mt,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Providence Saint Johns Health Center,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Legacy Salmon Creek Hospital,0.064428248,0.107235712,0.089009973,0.071844167,0.076895766
Central Washington Health Services Association,0.023342162,0.059739614,0.057549269,0.04746378,0.039129858
Wenatchee Valley Hospital,0.098086719,0.147085206,0.131710167,0.10992457,0.113830017
Uw Medicine Northwest,0.096677336,0.134925225,0.130062455,0.107477568,0.110416209
ST MARY MEDICAL CENTER,0.081131921,0.092760556,0.110195166,0.12080755,0.094526506
Corporation of Gonzaga University,0.099101275,0.121533847,0.095318979,0.120963392,0.10585334
Operating Engineers Health and Welfare Trust Fund,0.18918586,0.230028165,0.20503877,0.155547074,0.193028598
Seattle University,0.092991939,0.12163595,0.102193322,0.105007393,0.10130208
Association of University Physicians,0.200667024,0.242031782,0.191137201,0.188381596,0.203925275
Washington Teamster Welfare Trust,0.159992099,0.201031446,0.169573272,0.133862792,0.164073968
PATH,0.049048433,0.088552657,0.075509079,0.055145795,0.061058805
Sound Health & Wellness Trust,0.210383461,0.242587888,0.216628386,0.18028556,0.21177537
Maxaid,0.085790106,0.123842325,0.116477866,0.084443748,0.097022376
Sea Mar SeaMar Community Health Center,0.120836985,0.176756543,0.141888147,0.10726799,0.131403939
Seiu Healthcare NW Health Benefits Trust,0.178873292,0.228901938,0.205497266,0.153110619,0.18735495
Providence Plan Partners,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Swedish Edmonds,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Pacmed Clinics,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Association of Washington Cities Employees Benefit Trust,0.109369293,0.157665798,0.123334297,0.092865852,0.116995638
Yakima Valley Farm Workers Clinic,0.06092655,0.101475254,0.089365523,0.070054745,0.073945862
Highline Medical Center,0.031844451,0.0576362,0.064100079,0.050235682,0.044584219
Bloodworks Northwest,0.110945679,0.154792467,0.126727952,0.113560401,0.121319643
The Association of Chrmc and University Physicians,0.146522143,0.183957357,0.157065089,0.13580276,0.152731939
Confluence Health,0.225261835,0.277045581,0.249474717,0.223669915,0.23766262
Credit Unions in the State of Washington,0.088982911,0.134049692,0.117517335,0.08684493,0.100893448
Seattle Pacific University,0.083774054,0.110808089,0.08887105,0.096714299,0.091285934
San Francisco Culinary Bartenders & Service Employees Welfare Fund,0.171870143,0.207099997,0.17941715,0.145742548,0.174645021
Educational Corporation Mukogawa Gakuin,0.086713922,0.107374226,0.102988346,0.113523938,0.097338046
Queen of the Valley Medical Center,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Community Health Network of Washington,0.1349796,0.183336874,0.153616892,0.123852773,0.14429089
Catholic Community Services of Western Washington,0.068624479,0.097900088,0.087437219,0.076380403,0.077931858
Seattle Foundation,0.057022971,0.095930323,0.078837501,0.072068634,0.069650895
University of Puget Sound,0.137386785,0.171138217,0.119798581,0.141788493,0.140814275
Group Health Community Foundation,0.110861565,0.151329392,0.13137136,0.116229646,0.121919182
St Joseph Hospital Eureka,0.08482477,0.095677336,0.115365789,0.126355391,0.098645471
Western Teamsters Welfare Trust,0.181795141,0.217678303,0.19027476,0.153340937,0.18444657
General Employees Trust Fund,0.160941183,0.198247991,0.180601364,0.135818082,0.166248498
Asea Afscme AseaAfscme Local 52 Health Benefits Trust,0.166296014,0.210111581,0.17438071,0.142737,0.171019555
University of Washington Foundation,0.22984829,0.260905038,0.23646756,0.224544005,0.235243579
Nia Tero Foundation,0.104600769,0.161996668,0.140325704,0.112065989,0.121365111
Pacific Lutheran University,0.092036221,0.124019773,0.082292955,0.094041357,0.096077125
Our Lady of Lourdes Health Center,0.07122642,0.098384506,0.093772086,0.084480012,0.081719311
Skookum Educational Programs,0.060695435,0.098351163,0.086133073,0.062119942,0.071448414
Locals 302 and 612 of the Internatl Union of Operating Engineers CONST,0.246050684,0.276117293,0.251335079,0.212408294,0.246335453
Spokane Teachers Credit Union,0.133353605,0.194527344,0.162486268,0.134265347,0.148556629
Seattle Childrens Hospital Foundation,0.169472552,0.185360742,0.168363014,0.148678881,0.168470049
Carpenters Health & Security Trust of Western Washington,0.173730853,0.213971356,0.190016142,0.148437296,0.178936225
Voluntary Employees Beneficiary Assoc Tr for Pub Empl State of WA,0.181096261,0.244829257,0.214187391,0.157658989,0.193327403
Whitworth University,0.096135821,0.129753723,0.107859235,0.114848052,0.106811412
Operating Engineers Union 3 Pensioned Health & Welfare Fund,0.168471838,0.221950147,0.192665506,0.142074792,0.17701766
Numerica Credit Union,0.1982302,0.236391247,0.23749505,0.200122063,0.211449827
Casey Family Programs,0.061101112,0.086588219,0.082320066,0.071160062,0.070561947
Grays Harbor Community Hospital,0.151136037,0.176165046,0.183089949,0.185108095,0.1662952
Providence Medical Institute,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
NORTHWEST KIDNEY CENTERS,0.088130997,0.114465519,0.105286826,0.087944994,0.095348388
COMMUNITY HEALTH ASSOCIATION OF SPOKANE,0.115888903,0.161288591,0.138463965,0.10375935,0.125196436
Seattle Goodwill Industries,0.067077761,0.109738672,0.082159549,0.058392621,0.075254021
California Service Employees Health and Welfare Trust Fund,0.210383461,0.242587888,0.216628386,0.18028556,0.21177537
Bezos Family Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Whitman College Board of Trustees,0.141115413,0.166117008,0.120493818,0.138798262,0.141459221
CRISTA Ministries,0.068546138,0.077879927,0.093765782,0.09832279,0.079267819
M J Murdock Charitable Trust,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
The Young Mens Christian Association of Greater Seattle,0.048022774,0.065929923,0.072652347,0.077810599,0.060076865
Food Lifeline,0.150445717,0.180122367,0.159096364,0.154259804,0.157469281
Vista Hermosa,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Northwest Laborers Employers LaborersEmployers Health & Security Trust Fund,0.208434428,0.24782124,0.226674074,0.173957777,0.212292729
Credit Unions in the State of Washington,0.070692788,0.119203099,0.112204574,0.07876364,0.087041613
Inland Northwest Health Services,0.087684655,0.098765665,0.11802694,0.129155296,0.101500311
Puget Sound Electrical Workers Healthcare Trust Fund,0.190328681,0.213115132,0.191774004,0.158125793,0.189000162
Sunnyside Community Hospital Association,0.173650756,0.239394688,0.199640248,0.163196788,0.187197332
Healthpoint,0.118214841,0.165951029,0.147716072,0.114538305,0.130474988
"The Lighthouse for the Blind, Inc.",0.090557659,0.130577899,0.105594776,0.094292531,0.100356364
Credit Unions in the State of Washington,0.124052699,0.171259456,0.165410639,0.12599713,0.139137553
Northwest Sheet Metal Workers Welfare Fund,0.158275618,0.199719813,0.172859223,0.133207233,0.16343552
Olympic Peninsula Kidney Center,0.125013656,0.166060436,0.159309943,0.140543182,0.140159088
Washington State University Foundation,0.133635478,0.181087414,0.155879119,0.139223169,0.146182689
Second Harvest Inland Northwest,0.08614301,0.097839057,0.092547955,0.096769514,0.090930926
Tri State TriState Memorial Hospital,0.056002434,0.078342144,0.096635307,0.088056821,0.071840262
